id|mrai|avg_time|avg_msg|n95_perc_time|n05_perc_time|std_time|n95_perc_msg|n05_perc_msg|std_msg
results/internet_like/graph-100-nomean/csv_output_1063/general_study.csv|None|77.635|351.700|93.227|66.906|10.520|424.000|287.000|44.826
results/internet_like/graph-100-nomean/csv_output_1064/general_study.csv|None|111.393|366.100|125.307|75.141|18.631|403.000|301.000|38.143
results/internet_like/graph-100-nomean/csv_output_1065/general_study.csv|None|88.176|354.500|112.270|69.938|21.935|415.000|292.000|42.217
results/internet_like/graph-100-nomean/csv_output_1066/general_study.csv|None|85.779|357.700|116.635|67.817|20.566|395.000|290.000|40.773
results/internet_like/graph-100-nomean/csv_output_1067/general_study.csv|None|85.428|363.300|116.710|71.780|18.092|408.000|291.000|45.182
results/internet_like/graph-100-nomean/csv_output_1068/general_study.csv|None|116.295|365.600|127.030|94.192|11.085|414.000|296.000|45.071
results/internet_like/graph-100-nomean/csv_output_1069/general_study.csv|None|91.532|360.500|130.952|72.963|22.000|414.000|299.000|40.218
results/internet_like/graph-100-nomean/csv_output_107/general_study.csv|None|108.246|363.200|135.319|78.057|21.906|410.000|284.000|47.692
results/internet_like/graph-100-nomean/csv_output_1070/general_study.csv|None|97.239|362.200|113.648|68.581|17.119|403.000|297.000|40.487
results/internet_like/graph-100-nomean/csv_output_1071/general_study.csv|None|87.779|361.900|122.150|68.131|21.571|414.000|287.000|47.492
results/internet_like/graph-100-nomean/csv_output_1072/general_study.csv|None|85.454|352.900|105.482|70.428|15.422|409.000|287.000|39.979
results/internet_like/graph-100-nomean/csv_output_1073/general_study.csv|None|92.710|360.100|117.728|72.256|17.697|409.000|290.000|42.503
results/internet_like/graph-100-nomean/csv_output_1074/general_study.csv|None|95.113|367.600|117.406|78.923|15.252|411.000|295.000|44.547
results/internet_like/graph-100-nomean/csv_output_1075/general_study.csv|None|99.571|358.000|126.339|68.569|24.232|410.000|295.000|41.581
results/internet_like/graph-100-nomean/csv_output_1076/general_study.csv|None|96.565|360.800|120.798|67.535|21.508|412.000|288.000|44.821
results/internet_like/graph-100-nomean/csv_output_1077/general_study.csv|None|105.460|359.500|126.362|70.126|16.461|412.000|294.000|47.813
results/internet_like/graph-100-nomean/csv_output_1078/general_study.csv|None|84.537|355.200|81.495|72.975|19.899|398.000|287.000|39.734
results/internet_like/graph-100-nomean/csv_output_1079/general_study.csv|None|109.954|371.000|130.879|70.275|20.770|418.000|298.000|49.358
results/internet_like/graph-100-nomean/csv_output_108/general_study.csv|None|93.552|358.900|108.348|75.893|14.789|413.000|292.000|40.550
results/internet_like/graph-100-nomean/csv_output_1080/general_study.csv|None|86.101|360.000|124.777|72.788|20.536|405.000|293.000|44.735
results/internet_like/graph-100-nomean/csv_output_1081/general_study.csv|None|114.643|357.600|133.427|80.789|22.079|388.000|297.000|34.226
results/internet_like/graph-100-nomean/csv_output_1082/general_study.csv|None|96.114|363.900|124.356|69.789|22.456|416.000|287.000|46.528
results/internet_like/graph-100-nomean/csv_output_1083/general_study.csv|None|95.494|362.700|124.947|67.554|29.733|413.000|289.000|46.650
results/internet_like/graph-100-nomean/csv_output_1084/general_study.csv|None|73.821|350.100|76.749|65.918|8.286|403.000|287.000|38.906
results/internet_like/graph-100-nomean/csv_output_1085/general_study.csv|None|117.571|375.100|127.948|90.699|10.329|418.000|305.000|44.516
results/internet_like/graph-100-nomean/csv_output_1086/general_study.csv|None|120.204|371.200|126.977|111.737|5.507|410.000|297.000|44.152
results/internet_like/graph-100-nomean/csv_output_1087/general_study.csv|None|99.275|362.600|102.382|88.888|5.383|413.000|292.000|42.615
results/internet_like/graph-100-nomean/csv_output_1088/general_study.csv|None|113.002|370.800|126.803|74.832|15.364|429.000|293.000|51.326
results/internet_like/graph-100-nomean/csv_output_1089/general_study.csv|None|97.590|364.700|121.113|70.179|18.107|411.000|300.000|37.038
results/internet_like/graph-100-nomean/csv_output_109/general_study.csv|None|119.673|375.000|135.687|81.293|19.718|409.000|303.000|45.394
results/internet_like/graph-100-nomean/csv_output_1090/general_study.csv|None|94.738|365.500|122.367|68.958|18.904|415.000|298.000|46.455
results/internet_like/graph-100-nomean/csv_output_1091/general_study.csv|None|112.547|367.300|133.147|74.956|22.778|417.000|314.000|35.819
results/internet_like/graph-100-nomean/csv_output_1092/general_study.csv|None|89.955|361.400|111.192|71.506|16.678|420.000|285.000|46.487
results/internet_like/graph-100-nomean/csv_output_1093/general_study.csv|None|91.361|352.900|107.976|69.818|18.002|410.000|286.000|47.103
results/internet_like/graph-100-nomean/csv_output_1094/general_study.csv|None|88.650|359.900|128.454|68.391|24.510|406.000|288.000|45.353
results/internet_like/graph-100-nomean/csv_output_1095/general_study.csv|None|109.617|368.800|126.806|64.478|18.105|412.000|315.000|41.821
results/internet_like/graph-100-nomean/csv_output_1096/general_study.csv|None|95.416|368.100|115.238|76.000|14.636|412.000|303.000|42.191
results/internet_like/graph-100-nomean/csv_output_1097/general_study.csv|None|89.843|355.200|108.070|66.957|16.131|405.000|287.000|40.598
results/internet_like/graph-100-nomean/csv_output_1098/general_study.csv|None|89.212|360.800|124.261|69.576|23.857|420.000|285.000|48.110
results/internet_like/graph-100-nomean/csv_output_1099/general_study.csv|None|92.918|359.600|123.569|68.217|21.091|410.000|283.000|47.354
results/internet_like/graph-100-nomean/csv_output_11/general_study.csv|None|27.268|358.100|30.378|22.546|3.095|399.000|296.000|36.503
results/internet_like/graph-100-nomean/csv_output_110/general_study.csv|None|95.669|361.500|111.906|77.076|13.029|408.000|295.000|41.292
results/internet_like/graph-100-nomean/csv_output_1100/general_study.csv|None|102.740|359.900|128.173|71.400|23.847|413.000|283.000|46.595
results/internet_like/graph-100-nomean/csv_output_1101/general_study.csv|None|17.732|356.000|19.922|13.598|1.981|412.000|297.000|42.287
results/internet_like/graph-100-nomean/csv_output_1102/general_study.csv|None|19.734|374.000|22.499|16.346|2.634|412.000|307.000|34.234
results/internet_like/graph-100-nomean/csv_output_1103/general_study.csv|None|15.674|355.300|17.376|13.017|1.526|419.000|306.000|40.731
results/internet_like/graph-100-nomean/csv_output_1104/general_study.csv|None|16.733|370.500|18.377|14.815|1.366|436.000|306.000|46.802
results/internet_like/graph-100-nomean/csv_output_1105/general_study.csv|None|19.019|352.700|21.617|16.355|1.705|410.000|289.000|41.603
results/internet_like/graph-100-nomean/csv_output_1106/general_study.csv|None|17.837|368.500|18.490|15.743|1.498|413.000|301.000|39.378
results/internet_like/graph-100-nomean/csv_output_1107/general_study.csv|None|19.979|366.300|22.804|15.814|1.816|425.000|317.000|41.212
results/internet_like/graph-100-nomean/csv_output_1108/general_study.csv|None|19.327|348.400|21.869|15.616|2.088|393.000|299.000|35.581
results/internet_like/graph-100-nomean/csv_output_1109/general_study.csv|None|19.701|370.300|22.451|17.170|1.801|415.000|306.000|37.245
results/internet_like/graph-100-nomean/csv_output_111/general_study.csv|None|132.019|366.800|152.146|81.330|23.437|405.000|305.000|33.814
results/internet_like/graph-100-nomean/csv_output_1110/general_study.csv|None|16.953|382.300|18.500|15.388|1.090|434.000|297.000|49.370
results/internet_like/graph-100-nomean/csv_output_1111/general_study.csv|None|19.383|365.200|21.715|16.544|1.488|421.000|299.000|49.079
results/internet_like/graph-100-nomean/csv_output_1112/general_study.csv|None|17.167|378.900|19.001|13.622|1.681|427.000|285.000|49.837
results/internet_like/graph-100-nomean/csv_output_1113/general_study.csv|None|18.952|358.300|21.037|15.069|2.197|421.000|300.000|41.697
results/internet_like/graph-100-nomean/csv_output_1114/general_study.csv|None|17.944|381.500|20.748|14.760|1.755|424.000|322.000|33.688
results/internet_like/graph-100-nomean/csv_output_1115/general_study.csv|None|17.386|377.600|19.931|15.195|1.751|429.000|287.000|46.470
results/internet_like/graph-100-nomean/csv_output_1116/general_study.csv|None|16.750|372.500|17.754|14.567|1.109|424.000|295.000|44.925
results/internet_like/graph-100-nomean/csv_output_1117/general_study.csv|None|18.390|387.300|19.998|14.171|2.041|439.000|323.000|45.270
results/internet_like/graph-100-nomean/csv_output_1118/general_study.csv|None|16.665|376.900|17.548|13.949|1.467|431.000|287.000|52.156
results/internet_like/graph-100-nomean/csv_output_1119/general_study.csv|None|19.574|370.500|21.128|16.249|2.085|416.000|307.000|34.769
results/internet_like/graph-100-nomean/csv_output_112/general_study.csv|None|98.813|363.100|129.069|71.994|24.848|408.000|314.000|42.420
results/internet_like/graph-100-nomean/csv_output_1120/general_study.csv|None|19.760|365.500|21.408|17.844|1.879|398.000|298.000|38.544
results/internet_like/graph-100-nomean/csv_output_1121/general_study.csv|None|16.366|361.100|16.816|15.205|0.675|419.000|292.000|45.560
results/internet_like/graph-100-nomean/csv_output_1122/general_study.csv|None|19.593|377.300|20.998|14.742|2.751|424.000|311.000|40.018
results/internet_like/graph-100-nomean/csv_output_1123/general_study.csv|None|15.991|365.900|17.450|12.969|1.431|432.000|290.000|50.284
results/internet_like/graph-100-nomean/csv_output_1124/general_study.csv|None|18.192|385.400|19.806|16.857|1.405|438.000|324.000|40.023
results/internet_like/graph-100-nomean/csv_output_1125/general_study.csv|None|19.507|378.800|22.894|17.155|1.978|415.000|321.000|27.575
results/internet_like/graph-100-nomean/csv_output_1126/general_study.csv|None|15.709|358.600|17.142|13.933|1.101|422.000|286.000|44.471
results/internet_like/graph-100-nomean/csv_output_1127/general_study.csv|None|19.182|369.200|22.902|16.282|2.083|413.000|296.000|39.929
results/internet_like/graph-100-nomean/csv_output_1128/general_study.csv|None|17.604|373.400|19.896|15.227|1.411|429.000|297.000|44.507
results/internet_like/graph-100-nomean/csv_output_1129/general_study.csv|None|20.359|379.600|22.052|17.915|1.938|411.000|321.000|31.094
results/internet_like/graph-100-nomean/csv_output_113/general_study.csv|None|131.782|372.700|142.278|97.319|13.723|415.000|303.000|43.021
results/internet_like/graph-100-nomean/csv_output_1130/general_study.csv|None|19.987|373.100|21.123|16.467|1.980|422.000|306.000|46.612
results/internet_like/graph-100-nomean/csv_output_1131/general_study.csv|None|19.560|361.400|22.082|15.870|2.442|435.000|287.000|51.110
results/internet_like/graph-100-nomean/csv_output_1132/general_study.csv|None|18.555|360.100|20.836|15.894|1.614|404.000|293.000|35.593
results/internet_like/graph-100-nomean/csv_output_1133/general_study.csv|None|16.623|368.900|17.660|15.256|1.193|427.000|292.000|50.248
results/internet_like/graph-100-nomean/csv_output_1134/general_study.csv|None|16.575|372.400|18.130|14.571|1.405|425.000|295.000|42.823
results/internet_like/graph-100-nomean/csv_output_1135/general_study.csv|None|20.053|365.700|22.150|16.163|2.098|412.000|316.000|32.754
results/internet_like/graph-100-nomean/csv_output_1136/general_study.csv|None|19.659|366.100|21.481|17.565|1.409|419.000|293.000|40.798
results/internet_like/graph-100-nomean/csv_output_1137/general_study.csv|None|18.009|383.500|20.158|15.626|1.589|442.000|317.000|46.834
results/internet_like/graph-100-nomean/csv_output_1138/general_study.csv|None|20.225|364.600|22.310|16.461|2.244|409.000|304.000|36.784
results/internet_like/graph-100-nomean/csv_output_1139/general_study.csv|None|16.957|352.900|19.668|14.694|1.790|393.000|309.000|33.095
results/internet_like/graph-100-nomean/csv_output_114/general_study.csv|None|88.884|354.200|106.987|78.109|12.278|402.000|291.000|39.066
results/internet_like/graph-100-nomean/csv_output_1140/general_study.csv|None|17.678|359.000|20.795|15.863|1.740|401.000|295.000|41.797
results/internet_like/graph-100-nomean/csv_output_1141/general_study.csv|None|17.060|378.800|18.503|14.745|1.083|438.000|319.000|44.951
results/internet_like/graph-100-nomean/csv_output_1142/general_study.csv|None|18.826|372.600|19.595|17.422|0.964|417.000|318.000|31.158
results/internet_like/graph-100-nomean/csv_output_1143/general_study.csv|None|19.822|367.000|21.536|18.529|2.363|415.000|297.000|40.795
results/internet_like/graph-100-nomean/csv_output_1144/general_study.csv|None|18.592|368.100|21.655|15.453|1.887|430.000|300.000|44.713
results/internet_like/graph-100-nomean/csv_output_1145/general_study.csv|None|21.292|374.900|23.345|17.772|1.788|417.000|308.000|40.759
results/internet_like/graph-100-nomean/csv_output_1146/general_study.csv|None|21.159|381.400|23.016|18.783|1.675|417.000|322.000|38.611
results/internet_like/graph-100-nomean/csv_output_1147/general_study.csv|None|15.809|359.900|17.647|14.502|1.275|411.000|314.000|41.067
results/internet_like/graph-100-nomean/csv_output_1148/general_study.csv|None|18.221|359.200|20.066|13.895|2.237|426.000|301.000|45.011
results/internet_like/graph-100-nomean/csv_output_1149/general_study.csv|None|19.455|365.100|22.297|14.638|2.488|415.000|292.000|43.926
results/internet_like/graph-100-nomean/csv_output_115/general_study.csv|None|119.605|370.400|130.217|76.678|16.253|405.000|304.000|38.482
results/internet_like/graph-100-nomean/csv_output_1150/general_study.csv|None|18.961|364.800|21.484|15.980|1.939|413.000|290.000|43.020
results/internet_like/graph-100-nomean/csv_output_1151/general_study.csv|None|20.347|370.300|22.333|17.429|1.749|423.000|317.000|37.181
results/internet_like/graph-100-nomean/csv_output_1152/general_study.csv|None|16.631|358.000|18.560|14.568|1.309|398.000|291.000|37.135
results/internet_like/graph-100-nomean/csv_output_1153/general_study.csv|None|16.430|375.000|18.056|13.966|1.502|422.000|314.000|35.589
results/internet_like/graph-100-nomean/csv_output_1154/general_study.csv|None|17.000|389.800|18.223|14.756|1.870|437.000|324.000|40.398
results/internet_like/graph-100-nomean/csv_output_1155/general_study.csv|None|17.867|355.500|20.390|13.852|2.029|402.000|299.000|34.077
results/internet_like/graph-100-nomean/csv_output_1156/general_study.csv|None|19.626|363.000|21.104|16.395|1.460|423.000|297.000|47.887
results/internet_like/graph-100-nomean/csv_output_1157/general_study.csv|None|19.606|378.000|21.481|15.040|2.261|436.000|311.000|54.635
results/internet_like/graph-100-nomean/csv_output_1158/general_study.csv|None|19.681|356.900|23.510|16.554|2.619|398.000|292.000|37.623
results/internet_like/graph-100-nomean/csv_output_1159/general_study.csv|None|20.435|360.900|21.905|17.971|1.196|416.000|285.000|41.841
results/internet_like/graph-100-nomean/csv_output_116/general_study.csv|None|100.854|361.200|134.450|70.837|24.567|411.000|291.000|43.731
results/internet_like/graph-100-nomean/csv_output_1160/general_study.csv|None|18.367|363.900|19.015|15.028|1.734|418.000|318.000|37.511
results/internet_like/graph-100-nomean/csv_output_1161/general_study.csv|None|17.340|368.000|19.385|12.507|2.459|423.000|289.000|49.631
results/internet_like/graph-100-nomean/csv_output_1162/general_study.csv|None|17.225|367.800|18.777|14.674|1.337|422.000|299.000|40.104
results/internet_like/graph-100-nomean/csv_output_1163/general_study.csv|None|18.426|355.200|19.410|16.876|1.246|413.000|295.000|40.782
results/internet_like/graph-100-nomean/csv_output_1164/general_study.csv|None|16.668|369.500|18.432|13.209|1.719|424.000|292.000|44.085
results/internet_like/graph-100-nomean/csv_output_1165/general_study.csv|None|18.683|368.800|20.090|15.734|2.347|401.000|315.000|31.767
results/internet_like/graph-100-nomean/csv_output_1166/general_study.csv|None|17.864|356.700|18.614|14.045|1.996|413.000|290.000|46.699
results/internet_like/graph-100-nomean/csv_output_1167/general_study.csv|None|16.477|367.600|18.730|14.227|1.318|434.000|285.000|52.087
results/internet_like/graph-100-nomean/csv_output_1168/general_study.csv|None|19.282|368.100|22.044|14.145|2.391|402.000|311.000|41.319
results/internet_like/graph-100-nomean/csv_output_1169/general_study.csv|None|19.861|376.500|21.897|17.913|1.458|420.000|316.000|35.587
results/internet_like/graph-100-nomean/csv_output_117/general_study.csv|None|85.238|346.700|103.510|76.761|10.245|373.000|283.000|35.499
results/internet_like/graph-100-nomean/csv_output_1170/general_study.csv|None|20.653|374.000|23.342|18.470|2.003|425.000|298.000|41.670
results/internet_like/graph-100-nomean/csv_output_1171/general_study.csv|None|16.079|361.500|18.656|11.987|1.864|401.000|300.000|31.261
results/internet_like/graph-100-nomean/csv_output_1172/general_study.csv|None|19.957|373.100|21.963|18.431|1.245|423.000|302.000|42.020
results/internet_like/graph-100-nomean/csv_output_1173/general_study.csv|None|19.199|366.600|22.431|15.753|2.357|439.000|297.000|55.439
results/internet_like/graph-100-nomean/csv_output_1174/general_study.csv|None|19.974|372.900|21.067|17.711|1.385|412.000|327.000|29.026
results/internet_like/graph-100-nomean/csv_output_1175/general_study.csv|None|21.183|373.700|24.515|18.596|2.384|432.000|294.000|46.877
results/internet_like/graph-100-nomean/csv_output_1176/general_study.csv|None|16.716|375.600|17.319|15.599|1.022|418.000|318.000|33.883
results/internet_like/graph-100-nomean/csv_output_1177/general_study.csv|None|18.741|367.100|20.587|16.767|1.628|408.000|309.000|35.317
results/internet_like/graph-100-nomean/csv_output_1178/general_study.csv|None|15.986|367.100|16.044|14.861|0.753|401.000|308.000|37.951
results/internet_like/graph-100-nomean/csv_output_1179/general_study.csv|None|19.895|366.900|22.661|16.113|2.370|419.000|307.000|38.216
results/internet_like/graph-100-nomean/csv_output_118/general_study.csv|None|101.918|354.200|130.182|77.628|23.251|394.000|299.000|34.292
results/internet_like/graph-100-nomean/csv_output_1180/general_study.csv|None|20.219|376.200|21.947|17.936|1.710|420.000|317.000|39.196
results/internet_like/graph-100-nomean/csv_output_1181/general_study.csv|None|19.128|376.200|20.059|17.257|1.148|431.000|296.000|47.818
results/internet_like/graph-100-nomean/csv_output_1182/general_study.csv|None|19.047|363.500|22.553|16.339|2.033|424.000|288.000|45.929
results/internet_like/graph-100-nomean/csv_output_1183/general_study.csv|None|17.937|382.800|18.676|15.771|1.318|440.000|298.000|50.044
results/internet_like/graph-100-nomean/csv_output_1184/general_study.csv|None|20.695|381.600|22.570|18.794|1.491|429.000|310.000|40.751
results/internet_like/graph-100-nomean/csv_output_1185/general_study.csv|None|18.185|361.600|20.749|15.655|2.362|414.000|282.000|44.590
results/internet_like/graph-100-nomean/csv_output_1186/general_study.csv|None|19.272|364.800|20.555|17.737|1.319|405.000|298.000|42.619
results/internet_like/graph-100-nomean/csv_output_1187/general_study.csv|None|16.257|364.800|18.172|13.814|1.585|410.000|315.000|36.512
results/internet_like/graph-100-nomean/csv_output_1188/general_study.csv|None|20.161|358.800|25.280|14.581|3.656|426.000|303.000|46.630
results/internet_like/graph-100-nomean/csv_output_1189/general_study.csv|None|16.762|370.600|18.691|13.688|1.748|408.000|328.000|34.439
results/internet_like/graph-100-nomean/csv_output_119/general_study.csv|None|105.958|362.400|135.262|78.694|22.784|413.000|294.000|44.998
