id|start_node|end_node|cause|response|counter
587421872452176981|-6320306185147519430|-6673620621979862831|['A17']||3
-6912864752024559510|-9117386114301531206|4131314966095475326|['A12']|['A4']|6
-7234187171962914417|4131314966095475326|-6824072234432018331|['A13']||15
-8046220088847454514|-4580465102513011593|1843796712686879353|['A11', 'A12']|['A4']|2
2700103279132873499|-9117386114301531206|197864718635681475|['A11']|['A3']|5
-2082828157840824483|197864718635681475|4131314966095475326|['A12']|['A4']|17
2154855154343201388|4131314966095475326|7155260171248959354|['A10']|['A2']|8
8722303957986078086|-3643059085472747558|5658211281091861613|['A24']|['A23']|4
-3543671694200693769|5658211281091861613|1273478274116185141|['A19']|['A5']|2
-6655611128741419473|1273478274116185141|-149373359769669229|['A30', 'A8']||1
-6928070498643530149|-149373359769669229|5306605867283968187|['A10']|['A2']|2
4007759146563919074|5306605867283968187|7083013014151689932|['W30']||1
-3513457307640863632|7083013014151689932|9049699605844940352|['A25']|['A28']|1
-9149448011305781466|9049699605844940352|-1500026834566150229|['A20', 'A31', 'A9']|['A29']|1
-6039739551136572738|-3643059085472747558|1273478274116185141|['A19']|['A5']|1
4921442185229848160|1273478274116185141|-5547832725439123193|['A8']|['A1']|1
2331853654809487606|-3652398314588602902|-7381030523093187727|['A20']|['A1']|1
-9111075688118814123|-7381030523093187727|-7784044348793358898|['A30']|['A32']|1
-370591710996521218|-7784044348793358898|3252137719343849869|['W30']|['A18']|1
6256077304094755539|3252137719343849869|2449556116326465361|['A9']|['A27']|1
-7596437812084631013|2449556116326465361|-1500026834566150229|['A31']|['A29']|2
1145288079579747744|5658211281091861613|2011129232842311984|['A10']|['A2']|6
-3083771772707561086|2011129232842311984|5306605867283968187|['A30']||2
4347450720360203607|5306605867283968187|-8009866468791136946|['A25']|['A28']|1
1338559128891325853|9049699605844940352|-6954336753936379937|['A11']|['A3']|1
2060560140580869342|-6954336753936379937|-7403587405631664346|['A31']||2
2138384431350884153|-8403367817313800284|8761801067457197301|['A11']|['A3']|12
-3021634336291030707|1843796712686879353|-6940837908701575825|['A24', 'A8']|['A1']|1
4611737925967264130|-6940837908701575825|-3652398314588602902|['A10']|['A2']|2
-6108608353074897234|-3652398314588602902|-5547832725439123193|['A13']|['A1']|2
-1434726500290701285|-8945496195132712283|-9117386114301531206|['A16', 'A9']|['A21']|1
647892721118406574|-9117386114301531206|-8208222612351743965|['A30']|['A32']|2
223966355527769496|-8208222612351743965|-8902585036871096708|['A15']|['A6']|2
-8610621457569736432|-1856398476761387853|-6940837908701575825|['A8']|['A1']|1
1008049056605457793|5729065236130770633|5306605867283968187|['A30']||1
-9220872676353045742|5306605867283968187|-149373359769669229|['A13']|['A5']|1
8803975749635673665|-256869123601221623|-8902585036871096708|['A16', 'A9']|['A6']|1
-6871175065406984575|-6492554092212321971|-1500026834566150229|['A31']|['A29']|1
-8298860583284619889|-1500026834566150229|1938138845629154392|['A17']|['A7']|1
-6465893075714552531|-6320306185147519430|7155260171248959354|['A10']|['A2']|4
-4413691453980852454|5658211281091861613|-5547832725439123193|['A8']|['A1']|5
-7481961908317794509|-5547832725439123193|7177962347664618753|['A25']||1
1022249971292987113|7177962347664618753|-8945496195132712283|['A14']|['A28']|1
-8465253612745430051|-8945496195132712283|-256869123601221623|['A15']||1
3527515553020931381|-256869123601221623|6970871842990525913|['A9']|['A27']|2
-4008213015556051386|6970871842990525913|8761801067457197301|['A11']|['A3']|1
-9175536911747244302|8761801067457197301|197864718635681475|['A16']||2
-5273665270536651434|4131314966095475326|-6673620621979862831|['A17']||13
-2970362149296801956|-6824072234432018331|-1414787387964989475|['W12']|['A5']|5
7255362121114529709|-1414787387964989475|-4580465102513011593|['W13']|['W5']|5
-8303026432207060430|-8902585036871096708|6270089504991858363|['A17', 'A20']|['A22']|1
7853974621500186241|2852471950146397348|5658211281091861613|['A24']|['A23']|7
-1870283861568112929|-3652398314588602902|7177962347664618753|['A16', 'A25']|['A1']|1
-1894555481330266415|7177962347664618753|-8403367817313800284|['A9']||3
1177037192271042874|2011129232842311984|-5902464946934952122|['A16']|['A23']|7
-7859686109739311048|-5902464946934952122|4783597514552980184|['A19']|['A26']|3
-4094583060118004439|4783597514552980184|-6601442937778552419|['A25']|['A28']|1
5101959781672854359|-6601442937778552419|7177962347664618753|['A8']|['A1']|1
8469289986363104171|7177962347664618753|-8009866468791136946|['A30']|['A28']|1
3802172529628093283|-8009866468791136946|-7784044348793358898|['A20']|['A32']|3
1415047095509469263|-7784044348793358898|6516377903332459709|['A9']|['A27']|3
2594146004274945210|6516377903332459709|2449556116326465361|['W30']||6
1999558648883068314|-9117386114301531206|-528682455141698408|['A20']||3
-5675361701066028554|-528682455141698408|6124525359319230823|['A19']|['A26']|3
7469392289083825295|6124525359319230823|-8720958917836179000|['A17']||8
-7678900859378719010|-8720958917836179000|6270089504991858363|['A15']|['A22']|12
871030796250098588|-6824072234432018331|8182693392790963230|['A20']||3
-1769257862017192628|8182693392790963230|6124525359319230823|['A19']|['A26']|2
6686901267102431821|1843796712686879353|-3232998809209782772|['A11']|['A3']|1
-3651679805511377977|-3232998809209782772|-3643059085472747558|['A13']||1
6736918005791030677|-3643059085472747558|4378732290583909654|['A10']||13
-8808822767933810101|4378732290583909654|2011129232842311984|['A24']|['A2']|4
-7722919249144693746|2011129232842311984|2466345542479600583|['A25']|['A23']|2
3816210104401327476|2466345542479600583|-8009866468791136946|['A30']|['A28']|1
4662211221816221283|-8009866468791136946|-6954336753936379937|['A11']|['A3']|1
-6080691302647283727|-7403587405631664346|4378732290583909654|['A10']||1
2539872794977568041|-5547832725439123193|5658211281091861613|['A24']|['A23']|4
-1298919692042364872|-5547832725439123193|2752550058034399385|['A15']|['A5']|2
-2912784072493165347|2752550058034399385|-1006035976297409967|['A10']|['A2']|2
6628311565035601595|-1006035976297409967|6970871842990525913|['A16', 'A9']|['A27']|1
1394257224102796826|2449556116326465361|9049699605844940352|['A25']|['A28']|2
-4836654386357149779|9049699605844940352|2449556116326465361|['A9']|['A27']|2
-3697876552138149328|2449556116326465361|1938138845629154392|['A17']|['A7']|5
-4096229095040836450|5658211281091861613|-5547832725439123193|['A19', 'A8']|['A1']|1
-2506127328092613210|4378732290583909654|-6954336753936379937|['A25']||2
7732160446447889316|2730638593219249765|8182693392790963230|['A20']||1
3736688600186170499|8182693392790963230|-6320306185147519430|['A9']||1
-2457642517383491033|5658211281091861613|2752550058034399385|['A15']|['A5']|2
-8474386742850027313|2730638593219249765|-6673620621979862831|['A17']||1
-1223351892607896973|-6320306185147519430|-6824072234432018331|['A10', 'A13']||2
6256952942570390054|4783597514552980184|-6492554092212321971|['A15', 'W15']|['A6']|1
-3618893727083013067|3252137719343849869|-4580465102513011593|['A17', 'W17']|['W18']|10
-8041224173113861811|-6492554092212321971|-4580465102513011593|['A17', 'W17']|['W6']|1
-8459324316411748217|-6492554092212321971|4131314966095475326|['A12']|['A4']|1
2126857927825168655|4378732290583909654|5729065236130770633|['A14']|['A2']|5
-4037975131872105721|-5902464946934952122|-6492554092212321971|['W24']|['A6']|2
7945377465691590518|-6492554092212321971|9049699605844940352|['A25']|['A28']|2
-5535584910066848554|9049699605844940352|-4580465102513011593|['W25']|['W28']|2
-885347939705931522|-9117386114301531206|-5902464946934952122|['A24']|['A23']|6
8071768241647923213|-5902464946934952122|-8902585036871096708|['A15']|['A6']|2
-1491009854137280874|-6824072234432018331|2852471950146397348|['A14', 'A8']|['A5']|1
4275205062325408641|640169896422646222|8761801067457197301|['A11']|['A3']|1
-8342969683252913470|-4580465102513011593|8748941339377715836|['A14']|['A21']|9
7903556538411840150|8748941339377715836|1843796712686879353|['A12']|['A4']|6
-2432319971441800784|1843796712686879353|4131314966095475326|['A16']||6
4842401948724386801|1273478274116185141|-2552671219828797182|['A10']|['A2']|1
-2446482192182187110|-2552671219828797182|4783597514552980184|['A16']|['A26']|1
-69956444544156136|4783597514552980184|8381013405030448906|['A8']|['A1']|3
-7976423380844601084|8381013405030448906|7177962347664618753|['A25']||1
6834899362799187090|6516377903332459709|-7510594226584236879|['A17']|['A32']|1
3937668872989393445|2852471950146397348|-5547832725439123193|['A24', 'A8']|['A1']|1
7953090852681644073|-3652398314588602902|7177962347664618753|['A25']|['A1']|3
-3018917547977895785|-3652398314588602902|-1006035976297409967|['A15']||1
8773402571214729508|-1006035976297409967|7083013014151689932|['A30', 'W30']||1
9127263220468466205|7083013014151689932|2449556116326465361|['A9']|['A27']|1
-1080728966920666150|-6673620621979862831|8780946759676012799|['A31']||2
3482623577781340826|8780946759676012799|1843796712686879353|['W31']||2
3686614302551821336|-6492554092212321971|1938138845629154392|['A17', 'A20']|['A7']|1
-2493420558825287600|4783597514552980184|-8720958917836179000|['A17']||9
-8041727267588813399|1273478274116185141|-1414787387964989475|['A15', 'W15']||3
666828802721007420|-6673620621979862831|-6824072234432018331|['A10', 'A13']||1
-1351409901778672196|-1500026834566150229|-7403587405631664346|['A11']|['A3']|1
8851597926526282197|-5902464946934952122|-8208222612351743965|['A30']|['A32']|2
-436551020267521954|9049699605844940352|-1500026834566150229|['A31']|['A29']|1
-5566784443748419332|-3652398314588602902|2011129232842311984|['A24']||4
2473899741094157004|2011129232842311984|-3652398314588602902|['A8']||3
-5909811731062015241|4378732290583909654|197864718635681475|['A16']||2
7261794699374690646|197864718635681475|8761801067457197301|['A9']||1
-2114331119484487681|8761801067457197301|-6320306185147519430|['A12']|['A4']|2
1483722706809441608|-6320306185147519430|2730638593219249765|['A25']||1
-851501153594036060|4783597514552980184|197864718635681475|['A11']|['A3']|2
6260940160227322901|2752550058034399385|-149373359769669229|['A30']||1
5788309063799790710|5306605867283968187|-8208222612351743965|['A16']|['A32']|1
7101236103149465625|-8208222612351743965|6516377903332459709|['A9']|['A27']|2
934438963456598897|6516377903332459709|-7510594226584236879|['A17', 'A25']|['A32']|1
-7187602012749581960|-7403587405631664346|8780946759676012799|['A12']|['A4']|2
-3850407511408939252|-3643059085472747558|-5547832725439123193|['A14', 'A8']|['A1']|1
4203555103885854698|8381013405030448906|-9117386114301531206|['A14']|['A21']|1
2198632465722697200|-5902464946934952122|197683913838649855|['A9']||2
-6522601429369696399|-5902464946934952122|-8208222612351743965|['A15', 'A30']|['A32']|1
-4701891859744345462|-8208222612351743965|4131314966095475326|['A12']|['A4']|1
-6710193997047731871|-6320306185147519430|2730638593219249765|['A16', 'A25']||1
-2144881990047778929|-1336700197421142090|-3232998809209782772|['W20']||2
-4023103909171788802|-4580465102513011593|-4503502116701991630|['A19']|['A26']|3
-1913258377253887972|-4503502116701991630|1843796712686879353|['A12']|['A4']|3
6553603263885656972|1843796712686879353|8182693392790963230|['A20']||3
2620795581867318920|8182693392790963230|-6824072234432018331|['A13']||5
-6575038598560075647|5658211281091861613|2752550058034399385|['A15', 'A19', 'A8']|['A5']|1
-4124187414027844998|-6954336753936379937|-1336700197421142090|['A20']||1
3011469245676698289|-1336700197421142090|8761801067457197301|['A9']||1
8523464375327447674|8761801067457197301|480432683973878074|['A17']||2
-6036395781538095710|-8403367817313800284|6970871842990525913|['A15']|['A27']|1
-4173066153418309371|2852471950146397348|-6824072234432018331|['A12']|['A4']|3
3184867738694710606|6270089504991858363|2752550058034399385|['A13']|['A5']|1
6370144546445058586|2752550058034399385|-6824072234432018331|['A12']|['A4']|3
-6101201529612634059|-1336700197421142090|8182693392790963230|['A12']|['A4']|3
-4028016692175760413|7155260171248959354|5729065236130770633|['A14']||4
-79413906900770997|5729065236130770633|2852471950146397348|['A13']|['A5']|4
9043810741114845376|-1414787387964989475|-3643059085472747558|['A11']|['A3']|1
4799433643065136628|1273478274116185141|-3643059085472747558|['A11', 'A15']|['A3']|3
7153232908131418004|7155260171248959354|-3652398314588602902|['A8']||1
1255377042915844045|-5547832725439123193|-8403367817313800284|['A9']||1
-964755291854064733|-8403367817313800284|5810028556125275472|['A19']|['A27']|1
-8607721632458198559|5810028556125275472|2449556116326465361|['W19']||1
1150338041183929566|2449556116326465361|3252137719343849869|['A20']|['A18']|1
7701677069011539865|-6824072234432018331|-6320306185147519430|['A9']||1
7125742231381494873|-6320306185147519430|-8403367817313800284|['A8']|['A1']|1
-6878684134009823961|-8403367817313800284|640169896422646222|['A14']|['A27']|1
4956301689513567518|640169896422646222|5810028556125275472|['A19']||1
8717027628318266909|5810028556125275472|4783597514552980184|['A16']|['A26']|1
-7297823453474305753|-8902585036871096708|4131314966095475326|['A12']|['A4']|2
6646137683144967309|1273478274116185141|-6824072234432018331|['A12']|['A4']|2
6295501146206402094|8748941339377715836|-9117386114301531206|['A16']||3
8518641064166497652|2730638593219249765|-6824072234432018331|['A10', 'A13']||3
-724518394161864330|-8403367817313800284|6516377903332459709|['A30']|['A27']|3
-4287808426952304603|6516377903332459709|-917264984340367258|['A31']|['A32']|3
787924133290116646|-917264984340367258|-1500026834566150229|['W30']|['A29']|2
-8946017636282927028|1843796712686879353|8748941339377715836|['A14']|['A21']|1
-8382115889105769721|8748941339377715836|2852471950146397348|['A13']|['A5']|1
4364768751657571369|-917264984340367258|5850552078121009627|['W31']||1
6477115321082588459|5850552078121009627|-4580465102513011593|['W30']|['W32']|1
7594542554466930104|2466345542479600583|197683913838649855|['A9']||1
538620239456792527|197683913838649855|-8403367817313800284|['A8']|['A1']|2
-3122563727236280395|-3643059085472747558|5658211281091861613|['A14', 'A24']|['A23']|1
-2157560597672698940|-8009866468791136946|-917264984340367258|['A31']|['A32']|1
-935602904177091862|-917264984340367258|-149373359769669229|['A13']|['A5']|1
-5525108424466289137|-149373359769669229|-6824072234432018331|['A12']|['A4']|1
-9040877566304129018|8381013405030448906|-8208222612351743965|['A30']|['A32']|1
148732033203489653|9049699605844940352|3252137719343849869|['A20']|['A18']|1
3782440769052422719|3252137719343849869|-1500026834566150229|['A31']|['A29']|1
-8912069934274331704|-5902464946934952122|4131314966095475326|['A12']|['A4']|1
3714149342159461591|4131314966095475326|2730638593219249765|['A25']||1
-1632365546915856638|8381013405030448906|-8902585036871096708|['A15']|['A6']|2
5902390667009660891|2449556116326465361|-6320306185147519430|['A12']|['A4']|1
-6204417519654726179|8780946759676012799|-6824072234432018331|['A13']||1
4439374976645250195|-9117386114301531206|8381013405030448906|['A8']|['A1']|1
-169448596301230423|4378732290583909654|-3652398314588602902|['A8']|['A2']|3
6569858830590520717|5306605867283968187|4378732290583909654|['A11']|['A3']|1
1131915927471922256|4378732290583909654|8761801067457197301|['A9']||1
7580839039637151103|8761801067457197301|-7403587405631664346|['A25', 'A31']||1
-9007815107109428182|8780946759676012799|7155260171248959354|['A10']|['A2']|1
5492967036331234|2852471950146397348|-1414787387964989475|['A15', 'A19', 'W15']||9
-8117507804617478873|6270089504991858363|-6673620621979862831|['A12']|['A4']|2
-7548913613881908943|-6824072234432018331|7155260171248959354|['A10']|['A2']|3
8832660797345359160|-1006035976297409967|6970871842990525913|['A9']|['A27']|2
6054423073376482182|6970871842990525913|-256869123601221623|['A25']|['A28']|3
4231309000986530294|197864718635681475|-7403587405631664346|['A31']||1
-3699133004872620084|2752550058034399385|-3643059085472747558|['A11', 'W15']|['A3']|1
5400401013290861127|4378732290583909654|-6954336753936379937|['A25', 'A9']||1
4832056652134142020|-6954336753936379937|8761801067457197301|['A9']||2
5132827333033267507|-9117386114301531206|8748941339377715836|['W16']||9
-6482987559215035766|8748941339377715836|-4580465102513011593|['W14']|['W21']|9
5722761327790284053|-8720958917836179000|-4503502116701991630|['W17']||5
