id|start_node|end_node|cause|response|counter
6432004772109981902|-8758330467785973516|6976015217868024652|['A18', 'A23']|['A21']|6
-7309635990254906144|-7893216874568696079|1619406915219929785|['A7']|['A2']|2
-800665573952240856|-8758330467785973516|-2172858068475308822|['A18', 'A23', 'W18']|['A21']|1
7000067276124574055|-5234694778005144009|4473646363985300124|['A16']|['A12']|15
-7874275591216240493|4473646363985300124|2394411682272879198|['A9']|['A4']|1
7774549687014326606|2394411682272879198|-2551239856943990346|['A17']||1
-1334292159136155036|-2551239856943990346|47641473026726457|['A10']||15
8661533706106916233|-5234694778005144009|-2172858068475308822|['A23']|['A21']|1
1380424266958793909|-2172858068475308822|8184154609784524445|['A22']|['A20']|1
-2132649752468683014|8184154609784524445|5228946684439260826|['A9']|['A4']|5
-8650483102725249347|5228946684439260826|47641473026726457|['A10']||5
7530547599657847267|-9136948899105488116|-9001537525874908957|['A18']||18
-8919764214537561400|-9001537525874908957|4444307666510863692|['W18']||4
7285273097313984793|4444307666510863692|8115226500803941324|['A17']|['A13']|4
676647599864003359|-5926635468174422540|-6294520442415554412|['A29']||6
-2360897557695627755|-6294520442415554412|-4612944137552294226|['A28']|['A31']|9
7919879382282956147|-4612944137552294226|-715236989586011320|['W29']||10
64008142780018651|-715236989586011320|-4936989471761404765|['A30']|['A26']|7
-5721988872803589670|-1897477147591876194|-6294520442415554412|['A29']||5
4422687029004404267|-5926635468174422540|6544218083166818460|['A28', 'A5']|['A1']|2
2117282607197410078|-3160649421919147094|-4612944137552294226|['A29', 'A5']|['A31']|1
1542684235309450663|-6805371427422516294|6272152801845508782|['W30']||4
-8649258380441412945|6272152801845508782|-5234694778005144009|['W29']|['W32']|4
3391377890614912171|6330610406046080683|8115226500803941324|['W16']|['A13']|6
-6693841238843331010|8115226500803941324|-5234694778005144009|['W17']|['W13']|6
6033380729660137741|-5234694778005144009|-715236989586011320|['A28']|['A31']|6
-2958447800493676635|-715236989586011320|-3160649421919147094|['A27']|['A24']|6
4587726890117005262|-715236989586011320|-8680300271107669275|['A6']|['A25']|4
-1073859946112760417|-5234694778005144009|8115226500803941324|['A17']|['A13']|2
-4696567615953876209|8115226500803941324|6330610406046080683|['A16']|['A12']|2
4117802467013413255|6330610406046080683|-2551239856943990346|['A9']|['A4']|14
8644633889657955863|-5234694778005144009|-7129832810734551884|['A22']|['A20']|4
-5006440217623491670|-7129832810734551884|8184154609784524445|['A23']||4
7971543160224952340|-4242551918707150841|4444307666510863692|['W22']||5
-6736550885912330620|4444307666510863692|-2172858068475308822|['A23']|['A21']|5
142845534250853320|6330610406046080683|-8758330467785973516|['A22']|['A20']|5
-1798375311238005806|-8758330467785973516|176995637842035188|['A18']|['A13']|10
1255825796473018725|47641473026726457|-2551239856943990346|['A17']||16
-3169493897563394882|-2551239856943990346|6330610406046080683|['A16']|['A12']|16
-2878130810991042727|-6294520442415554412|-6111760306895231667|['W29']||2
2595625093831307452|-6111760306895231667|-715236989586011320|['A28']|['A31']|2
-100222073519160649|-153977087967282693|-4547334233254345909|['A6', 'A8']|['A3']|1
8849834647115298653|47641473026726457|1619406915219929785|['A7']|['A2']|4
6973227758884441283|1619406915219929785|-7327517264200695830|['A8']|['A3']|4
-182523347703801400|-3160649421919147094|-1872760872729917086|['A30']||6
-1413008251825589224|-1872760872729917086|-6805371427422516294|['A29']|['A32']|6
-452503747373461757|4473646363985300124|6330610406046080683|['A17']||14
-4292128122625711237|6330610406046080683|-9136948899105488116|['A10']|['A11']|2
-3544890208567986457|-9136948899105488116|47641473026726457|['A9']|['A4']|2
-2174509918521309735|2321827335604699447|-124533703738036877|['A5']|['A1']|2
1918340326085851781|-124533703738036877|-1897477147591876194|['A7']|['A2']|2
6787127658445799284|-1897477147591876194|-7949855262679292048|['A6']|['A1']|1
6219073220025864344|-7949855262679292048|-5841877639947475892|['A16']|['A25']|1
-3197328041227147576|-5841877639947475892|-4921580892056391309|['A27']|['A24']|2
1472501907597539460|-4921580892056391309|-3160649421919147094|['A17', 'A28']||1
9011486253929059211|-3160649421919147094|3199022300893422060|['A18']|['A31']|1
-9123083401514542645|3199022300893422060|-4612944137552294226|['A29']||1
-1582132426404332313|-715236989586011320|-7391264557560726354|['A19']|['A15']|1
-80387737783979024|-7391264557560726354|-4936989471761404765|['A30']|['A26']|1
1492830473614398559|-1897477147591876194|5630985696195699050|['A16']||1
1336884446982440149|5630985696195699050|-5841877639947475892|['A6']|['A25']|1
3879075018687863690|-4921580892056391309|-1556435075208223852|['A17']||1
7875504269916903089|-1556435075208223852|176995637842035188|['A18']|['A13']|1
-1558998101351399381|176995637842035188|8792964264273620629|['A29']|['A32']|1
8170129625689371565|8792964264273620629|-4612944137552294226|['A28']|['A31']|1
-3530366343521815851|-4612944137552294226|2307316082458421186|['A19']|['A32']|1
8468293930626163608|2307316082458421186|-6805371427422516294|['A30']||1
8435926127012702979|-4936989471761404765|-370705722992831656|['A9']|['A4']|1
6265028887369934747|-370705722992831656|2394411682272879198|['W30']||1
-6288817031692546551|-5145948754367408592|-7206355069978419281|['A8']|['A3']|2
7255309717963237047|-7206355069978419281|2064037002769276431|['A28']||2
1738113306707832776|-7327517264200695830|-1897477147591876194|['A5']|['A2']|3
-2505172215575478648|-1897477147591876194|-6111760306895231667|['W5']||3
1834275507908456262|-6111760306895231667|-8680300271107669275|['A6']|['A25']|3
932328761016029310|-8680300271107669275|-5234694778005144009|['W6']|['W25']|3
-2320198254147729156|-2665389264016483371|-4936989471761404765|['A30', 'W29']|['A26']|1
4793583746551087624|-3160649421919147094|-715236989586011320|['W27']|['A31']|2
6780020613632286848|-715236989586011320|-5234694778005144009|['W28']|['W31']|2
-5755307851338210204|6330610406046080683|4473646363985300124|['W17']||3
7723065719830821079|4473646363985300124|-5234694778005144009|['W16']|['W12']|3
-7549188066694680691|-3160649421919147094|-5926635468174422540|['A7']|['A2']|1
-7385623153054692687|-5926635468174422540|-7327517264200695830|['A8']|['A3']|1
