id|mrai|avg_time|avg_msg|n95_perc_time|n05_perc_time|std_time|n95_perc_msg|n05_perc_msg|std_msg
results/clique-noIW/csv_output_19/general_study.csv|18|606.717|7927.600|664.969|542.461|39.637|8754.000|6980.000|592.535
results/clique-noIW/csv_output_20/general_study.csv|19|580.891|7587.400|605.819|508.438|33.089|8032.000|6580.000|482.996
results/clique-noIW/csv_output_21/general_study.csv|20|614.689|8017.600|646.878|554.812|39.439|8560.000|7136.000|598.142
results/clique-noIW/csv_output_22/general_study.csv|21|591.185|7639.000|615.913|562.789|18.596|8032.000|7082.000|307.842
results/clique-noIW/csv_output_23/general_study.csv|22|589.656|7528.900|613.904|530.417|33.072|8034.000|6449.000|540.163
results/clique-noIW/csv_output_24/general_study.csv|23|564.938|7083.400|632.748|250.017|111.369|8056.000|3050.000|1456.834
results/clique-noIW/csv_output_25/general_study.csv|24|574.941|7158.300|634.625|506.439|43.253|8178.000|5862.000|723.515
results/clique-noIW/csv_output_26/general_study.csv|25|548.855|6627.600|604.661|311.021|84.856|7586.000|3400.000|1167.653
results/clique-noIW/csv_output_27/general_study.csv|26|587.818|7118.000|640.686|486.969|43.710|7810.000|5496.000|686.784
results/clique-noIW/csv_output_28/general_study.csv|27|578.735|6888.600|620.349|486.672|45.758|7480.000|5518.000|792.737
results/clique-noIW/csv_output_29/general_study.csv|28|537.437|6336.100|612.039|245.784|128.683|7330.000|2672.000|1603.404
results/clique-noIW/csv_output_30/general_study.csv|29|574.492|6605.900|626.006|486.508|44.871|7280.000|5218.000|704.273
results/clique-noIW/csv_output_31/general_study.csv|30|584.480|6714.200|623.548|482.019|54.122|7138.000|5154.000|794.112
results/clique-noIW/csv_output_32/general_study.csv|31|573.022|6397.000|597.037|492.149|30.945|6786.000|4914.000|582.464
results/clique-noIW/csv_output_33/general_study.csv|32|541.132|5676.600|576.516|483.122|39.454|6548.000|4470.000|770.399
results/clique-noIW/csv_output_34/general_study.csv|33|544.489|5581.800|568.835|507.857|21.410|5978.000|4786.000|460.277
results/clique-noIW/csv_output_35/general_study.csv|34|526.700|5351.900|569.863|287.845|80.862|5854.000|2813.000|914.914
results/clique-noIW/csv_output_36/general_study.csv|35|548.193|5421.500|569.130|504.329|22.813|5728.000|4444.000|545.999
results/clique-noIW/csv_output_37/general_study.csv|36|516.972|4801.700|566.785|235.912|96.897|5414.000|2101.000|1000.889
results/clique-noIW/csv_output_38/general_study.csv|37|522.719|4778.500|573.515|280.443|82.723|5416.000|2431.000|857.356
results/clique-noIW/csv_output_39/general_study.csv|38|549.480|4823.400|581.159|514.728|23.885|5208.000|4112.000|477.635
results/clique-noIW/csv_output_40/general_study.csv|39|521.692|4474.500|578.159|319.112|74.983|5294.000|2577.000|776.859
results/clique-noIW/csv_output_41/general_study.csv|40|575.505|4879.000|603.036|525.610|25.004|5398.000|4032.000|486.227
results/clique-noIW/csv_output_42/general_study.csv|41|561.137|4429.700|592.229|449.627|44.509|5020.000|3506.000|488.340
results/clique-noIW/csv_output_43/general_study.csv|42|574.625|4467.600|598.671|529.230|25.086|4928.000|3486.000|530.551
results/clique-noIW/csv_output_44/general_study.csv|43|547.569|4102.100|615.050|320.577|81.647|4612.000|2629.000|645.623
results/clique-noIW/csv_output_45/general_study.csv|44|588.283|4315.600|629.342|546.896|27.524|4802.000|3684.000|453.447
results/clique-noIW/csv_output_46/general_study.csv|45|585.455|4156.700|611.511|553.473|25.403|4902.000|3544.000|485.465
results/clique-noIW/csv_output_47/general_study.csv|46|611.149|4192.300|645.479|565.549|27.237|4858.000|3390.000|484.000
results/clique-noIW/csv_output_48/general_study.csv|47|606.219|4084.500|628.285|568.262|20.810|4721.000|3638.000|442.375
results/clique-noIW/csv_output_49/general_study.csv|48|621.450|3993.200|647.522|595.898|23.918|4448.000|3502.000|359.144
results/clique-noIW/csv_output_50/general_study.csv|49|592.079|3736.900|646.703|376.266|76.281|4058.000|2701.000|502.658
results/clique-noIW/csv_output_51/general_study.csv|50|587.319|3609.400|630.558|246.396|116.123|3952.000|1496.000|743.788
results/clique-noIW/csv_output_52/general_study.csv|51|639.990|3889.400|666.811|616.413|19.079|4174.000|3532.000|303.784
results/clique-noIW/csv_output_53/general_study.csv|52|647.951|3867.700|664.062|611.571|37.844|3948.000|3502.000|438.765
results/clique-noIW/csv_output_54/general_study.csv|53|661.456|3872.000|703.635|623.955|27.517|4088.000|3648.000|230.747
results/clique-noIW/csv_output_55/general_study.csv|54|679.569|3826.000|688.828|657.988|17.632|3994.000|3436.000|285.552
results/clique-noIW/csv_output_56/general_study.csv|55|685.437|3793.400|693.286|653.942|14.664|3926.000|3454.000|238.215
results/clique-noIW/csv_output_57/general_study.csv|56|697.154|3795.200|707.711|676.928|20.425|4004.000|3432.000|307.768
results/clique-noIW/csv_output_58/general_study.csv|57|712.838|3899.200|722.008|657.054|33.224|3932.000|3526.000|418.489
results/clique-noIW/csv_output_59/general_study.csv|58|732.359|3799.600|762.484|698.726|23.123|4004.000|3534.000|193.488
results/clique-noIW/csv_output_60/general_study.csv|59|732.218|3795.600|739.095|699.698|21.458|4036.000|3562.000|202.997
results/clique-noIW/csv_output_61/general_study.csv|60|744.683|3864.200|763.656|707.624|24.806|3968.000|3634.000|243.441
