id|mrai|avg_time|avg_msg
results/internet_like/graph-100-nomean/csv_output_1151/general_study.csv|None|18.4975|336.636
results/internet_like/graph-100-nomean/csv_output_1152/general_study.csv|None|15.1192|325.455
results/internet_like/graph-100-nomean/csv_output_1153/general_study.csv|None|14.9361|340.909
results/internet_like/graph-100-nomean/csv_output_1154/general_study.csv|None|15.4545|354.364
results/internet_like/graph-100-nomean/csv_output_1155/general_study.csv|None|16.2424|323.182
results/internet_like/graph-100-nomean/csv_output_1156/general_study.csv|None|17.8423|330
results/internet_like/graph-100-nomean/csv_output_1157/general_study.csv|None|17.8235|343.636
results/internet_like/graph-100-nomean/csv_output_1158/general_study.csv|None|17.8921|324.455
results/internet_like/graph-100-nomean/csv_output_1159/general_study.csv|None|18.577|328.091
results/internet_like/graph-100-nomean/csv_output_116/general_study.csv|None|91.6854|328.364
results/internet_like/graph-100-nomean/csv_output_1160/general_study.csv|None|16.6977|330.818
results/internet_like/graph-100-nomean/csv_output_1161/general_study.csv|None|15.7641|334.545
results/internet_like/graph-100-nomean/csv_output_1162/general_study.csv|None|15.6587|334.364
results/internet_like/graph-100-nomean/csv_output_1163/general_study.csv|None|16.7512|322.909
results/internet_like/graph-100-nomean/csv_output_1164/general_study.csv|None|15.1524|335.909
results/internet_like/graph-100-nomean/csv_output_1165/general_study.csv|None|16.9847|335.273
results/internet_like/graph-100-nomean/csv_output_1166/general_study.csv|None|16.2401|324.273
results/internet_like/graph-100-nomean/csv_output_1167/general_study.csv|None|14.9787|334.182
results/internet_like/graph-100-nomean/csv_output_1168/general_study.csv|None|17.5289|334.636
results/internet_like/graph-100-nomean/csv_output_1169/general_study.csv|None|18.0554|342.273
results/internet_like/graph-100-nomean/csv_output_117/general_study.csv|None|77.4888|315.182
results/internet_like/graph-100-nomean/csv_output_1170/general_study.csv|None|18.7758|340
results/internet_like/graph-100-nomean/csv_output_1171/general_study.csv|None|14.6171|328.636
results/internet_like/graph-100-nomean/csv_output_1172/general_study.csv|None|18.1424|339.182
results/internet_like/graph-100-nomean/csv_output_1173/general_study.csv|None|17.4537|333.273
results/internet_like/graph-100-nomean/csv_output_1174/general_study.csv|None|18.1583|339
results/internet_like/graph-100-nomean/csv_output_1175/general_study.csv|None|19.2569|339.727
results/internet_like/graph-100-nomean/csv_output_1176/general_study.csv|None|15.1964|341.455
results/internet_like/graph-100-nomean/csv_output_1177/general_study.csv|None|17.0375|333.727
results/internet_like/graph-100-nomean/csv_output_1178/general_study.csv|None|14.5329|333.727
results/internet_like/graph-100-nomean/csv_output_1179/general_study.csv|None|18.0865|333.545
results/internet_like/graph-100-nomean/csv_output_118/general_study.csv|None|92.6531|322
results/internet_like/graph-100-nomean/csv_output_1180/general_study.csv|None|18.3812|342
results/internet_like/graph-100-nomean/csv_output_1181/general_study.csv|None|17.3888|342
results/internet_like/graph-100-nomean/csv_output_1182/general_study.csv|None|17.3157|330.455
results/internet_like/graph-100-nomean/csv_output_1183/general_study.csv|None|16.3065|348
results/internet_like/graph-100-nomean/csv_output_1184/general_study.csv|None|18.8132|346.909
results/internet_like/graph-100-nomean/csv_output_1185/general_study.csv|None|16.5317|328.727
results/internet_like/graph-100-nomean/csv_output_1186/general_study.csv|None|17.5198|331.636
results/internet_like/graph-100-nomean/csv_output_1187/general_study.csv|None|14.7793|331.636
results/internet_like/graph-100-nomean/csv_output_1188/general_study.csv|None|18.3279|326.182
results/internet_like/graph-100-nomean/csv_output_1189/general_study.csv|None|15.238|336.909
results/internet_like/graph-100-nomean/csv_output_119/general_study.csv|None|96.3257|329.455
results/internet_like/graph-100-nomean/csv_output_1190/general_study.csv|None|15.9154|325.273
results/internet_like/graph-100-nomean/csv_output_1191/general_study.csv|None|16.6267|327.455
results/internet_like/graph-100-nomean/csv_output_1192/general_study.csv|None|15.6044|344.636
results/internet_like/graph-100-nomean/csv_output_1193/general_study.csv|None|17.8757|342.636
results/internet_like/graph-100-nomean/csv_output_1194/general_study.csv|None|17.3831|323.727
results/internet_like/graph-100-nomean/csv_output_1195/general_study.csv|None|14.8502|331.455
results/internet_like/graph-100-nomean/csv_output_1196/general_study.csv|None|17.1433|329.182
results/internet_like/graph-100-nomean/csv_output_1197/general_study.csv|None|14.6127|336.273
results/internet_like/graph-100-nomean/csv_output_1198/general_study.csv|None|16.433|327.909
results/internet_like/graph-100-nomean/csv_output_1199/general_study.csv|None|15.2046|333.364
results/internet_like/graph-100-nomean/csv_output_12/general_study.csv|None|23.1888|330.727
results/internet_like/graph-100-nomean/csv_output_120/general_study.csv|None|89.522|328.818
results/internet_like/graph-100-nomean/csv_output_1200/general_study.csv|None|15.6602|334.818
results/internet_like/graph-100-nomean/csv_output_1201/general_study.csv|None|62.9539|335.727
results/internet_like/graph-100-nomean/csv_output_1202/general_study.csv|None|67.022|335.455
results/internet_like/graph-100-nomean/csv_output_1203/general_study.csv|None|53.4605|325.182
results/internet_like/graph-100-nomean/csv_output_1204/general_study.csv|None|61.628|320.091
results/internet_like/graph-100-nomean/csv_output_1205/general_study.csv|None|64.6905|334.909
results/internet_like/graph-100-nomean/csv_output_1206/general_study.csv|None|60.9146|323.636
results/internet_like/graph-100-nomean/csv_output_1207/general_study.csv|None|46.5492|314.182
results/internet_like/graph-100-nomean/csv_output_1208/general_study.csv|None|66.795|335.818
results/internet_like/graph-100-nomean/csv_output_1209/general_study.csv|None|59.051|328
results/internet_like/graph-100-nomean/csv_output_121/general_study.csv|None|99.3115|317.545
results/internet_like/graph-100-nomean/csv_output_1210/general_study.csv|None|61.2043|322.545
results/internet_like/graph-100-nomean/csv_output_1211/general_study.csv|None|52.4624|326.182
results/internet_like/graph-100-nomean/csv_output_1212/general_study.csv|None|45.964|319
results/internet_like/graph-100-nomean/csv_output_1213/general_study.csv|None|44.2361|314.455
results/internet_like/graph-100-nomean/csv_output_1214/general_study.csv|None|62.6306|326.818
results/internet_like/graph-100-nomean/csv_output_1215/general_study.csv|None|65.9527|336.273
results/internet_like/graph-100-nomean/csv_output_1216/general_study.csv|None|61.3|325.818
results/internet_like/graph-100-nomean/csv_output_1217/general_study.csv|None|46.7695|315.636
results/internet_like/graph-100-nomean/csv_output_1218/general_study.csv|None|63.9783|326.364
results/internet_like/graph-100-nomean/csv_output_1219/general_study.csv|None|65.9402|336.818
results/internet_like/graph-100-nomean/csv_output_122/general_study.csv|None|102.318|334.909
results/internet_like/graph-100-nomean/csv_output_1220/general_study.csv|None|58.9668|324.364
results/internet_like/graph-100-nomean/csv_output_1221/general_study.csv|None|67.0397|333.909
results/internet_like/graph-100-nomean/csv_output_1222/general_study.csv|None|56.3239|323.727
results/internet_like/graph-100-nomean/csv_output_1223/general_study.csv|None|60.3897|332
results/internet_like/graph-100-nomean/csv_output_1224/general_study.csv|None|60.3124|329.545
results/internet_like/graph-100-nomean/csv_output_1225/general_study.csv|None|70.1986|336.182
results/internet_like/graph-100-nomean/csv_output_1226/general_study.csv|None|48.2446|324.636
results/internet_like/graph-100-nomean/csv_output_1227/general_study.csv|None|69.127|320.727
results/internet_like/graph-100-nomean/csv_output_1228/general_study.csv|None|64.0139|337
results/internet_like/graph-100-nomean/csv_output_1229/general_study.csv|None|69.1988|335.727
results/internet_like/graph-100-nomean/csv_output_123/general_study.csv|None|114.185|336.909
results/internet_like/graph-100-nomean/csv_output_1230/general_study.csv|None|64.4583|328.545
results/internet_like/graph-100-nomean/csv_output_1231/general_study.csv|None|67.9673|340.455
results/internet_like/graph-100-nomean/csv_output_1232/general_study.csv|None|61.5901|329
results/internet_like/graph-100-nomean/csv_output_1233/general_study.csv|None|57.0839|331.818
results/internet_like/graph-100-nomean/csv_output_1234/general_study.csv|None|58.5594|327
results/internet_like/graph-100-nomean/csv_output_1235/general_study.csv|None|54.7127|321.364
results/internet_like/graph-100-nomean/csv_output_1236/general_study.csv|None|65.5273|334.818
results/internet_like/graph-100-nomean/csv_output_1237/general_study.csv|None|71.7854|346.909
results/internet_like/graph-100-nomean/csv_output_1238/general_study.csv|None|48.6854|321.818
results/internet_like/graph-100-nomean/csv_output_1239/general_study.csv|None|65.4345|336.273
results/internet_like/graph-100-nomean/csv_output_124/general_study.csv|None|104.232|335.636
results/internet_like/graph-100-nomean/csv_output_1240/general_study.csv|None|50.7165|327.818
results/internet_like/graph-100-nomean/csv_output_1241/general_study.csv|None|58.1036|326.909
results/internet_like/graph-100-nomean/csv_output_1242/general_study.csv|None|67.9453|339.273
results/internet_like/graph-100-nomean/csv_output_1243/general_study.csv|None|68.4881|336.636
results/internet_like/graph-100-nomean/csv_output_1244/general_study.csv|None|67.6746|339.545
results/internet_like/graph-100-nomean/csv_output_1245/general_study.csv|None|63.785|338.273
results/internet_like/graph-100-nomean/csv_output_1246/general_study.csv|None|53.3395|324.818
results/internet_like/graph-100-nomean/csv_output_1247/general_study.csv|None|52.9647|321.909
results/internet_like/graph-100-nomean/csv_output_1248/general_study.csv|None|52.6132|326.091
results/internet_like/graph-100-nomean/csv_output_1249/general_study.csv|None|53.055|328.909
results/internet_like/graph-100-nomean/csv_output_125/general_study.csv|None|115.931|335.182
results/internet_like/graph-100-nomean/csv_output_1250/general_study.csv|None|57.872|325.818
results/internet_like/graph-100-nomean/csv_output_1251/general_study.csv|None|59.5954|331.364
results/internet_like/graph-100-nomean/csv_output_1252/general_study.csv|None|57.6545|322.909
results/internet_like/graph-100-nomean/csv_output_1253/general_study.csv|None|60.4142|329
results/internet_like/graph-100-nomean/csv_output_1254/general_study.csv|None|62.2633|328.818
results/internet_like/graph-100-nomean/csv_output_1255/general_study.csv|None|47.0128|324.636
results/internet_like/graph-100-nomean/csv_output_1256/general_study.csv|None|58.0948|322.818
results/internet_like/graph-100-nomean/csv_output_1257/general_study.csv|None|69.0198|342
results/internet_like/graph-100-nomean/csv_output_1258/general_study.csv|None|67.081|339.727
results/internet_like/graph-100-nomean/csv_output_1259/general_study.csv|None|55.6167|323.273
results/internet_like/graph-100-nomean/csv_output_126/general_study.csv|None|120.735|342.545
results/internet_like/graph-100-nomean/csv_output_1260/general_study.csv|None|68.9315|327
results/internet_like/graph-100-nomean/csv_output_1261/general_study.csv|None|58.5979|331.182
results/internet_like/graph-100-nomean/csv_output_1262/general_study.csv|None|61.2564|328.091
results/internet_like/graph-100-nomean/csv_output_1263/general_study.csv|None|68.2433|336
results/internet_like/graph-100-nomean/csv_output_1264/general_study.csv|None|74.1367|335.455
results/internet_like/graph-100-nomean/csv_output_1265/general_study.csv|None|60.7959|331.727
results/internet_like/graph-100-nomean/csv_output_1266/general_study.csv|None|51.1215|311.364
results/internet_like/graph-100-nomean/csv_output_1267/general_study.csv|None|47.6357|318.091
results/internet_like/graph-100-nomean/csv_output_1268/general_study.csv|None|54.5942|318.364
results/internet_like/graph-100-nomean/csv_output_1269/general_study.csv|None|71.5823|334.818
results/internet_like/graph-100-nomean/csv_output_127/general_study.csv|None|91.2188|326.455
results/internet_like/graph-100-nomean/csv_output_1270/general_study.csv|None|57.3984|323.727
results/internet_like/graph-100-nomean/csv_output_1271/general_study.csv|None|77.0304|337.455
results/internet_like/graph-100-nomean/csv_output_1272/general_study.csv|None|64.021|329.273
results/internet_like/graph-100-nomean/csv_output_1273/general_study.csv|None|67.0252|330.091
results/internet_like/graph-100-nomean/csv_output_1274/general_study.csv|None|73.3504|338.091
results/internet_like/graph-100-nomean/csv_output_1275/general_study.csv|None|65.463|326.818
results/internet_like/graph-100-nomean/csv_output_1276/general_study.csv|None|50.929|322.364
results/internet_like/graph-100-nomean/csv_output_1277/general_study.csv|None|58.3316|328.182
results/internet_like/graph-100-nomean/csv_output_1278/general_study.csv|None|61.4105|331.727
results/internet_like/graph-100-nomean/csv_output_1279/general_study.csv|None|51.3916|324
results/internet_like/graph-100-nomean/csv_output_128/general_study.csv|None|71.2107|318.455
results/internet_like/graph-100-nomean/csv_output_1280/general_study.csv|None|67.1943|328.727
results/internet_like/graph-100-nomean/csv_output_1281/general_study.csv|None|50.9428|323.182
results/internet_like/graph-100-nomean/csv_output_1282/general_study.csv|None|63.2887|325.545
results/internet_like/graph-100-nomean/csv_output_1283/general_study.csv|None|70.8004|335.273
results/internet_like/graph-100-nomean/csv_output_1284/general_study.csv|None|56.3296|317.818
results/internet_like/graph-100-nomean/csv_output_1285/general_study.csv|None|61.4164|323.182
results/internet_like/graph-100-nomean/csv_output_1286/general_study.csv|None|65.8254|333.818
results/internet_like/graph-100-nomean/csv_output_1287/general_study.csv|None|57.8938|332
results/internet_like/graph-100-nomean/csv_output_1288/general_study.csv|None|54.5352|319.455
results/internet_like/graph-100-nomean/csv_output_1289/general_study.csv|None|67.0799|327.364
results/internet_like/graph-100-nomean/csv_output_129/general_study.csv|None|105.233|332.091
results/internet_like/graph-100-nomean/csv_output_1290/general_study.csv|None|56.2837|326.545
results/internet_like/graph-100-nomean/csv_output_1291/general_study.csv|None|59.2776|324.545
results/internet_like/graph-100-nomean/csv_output_1292/general_study.csv|None|54.2212|317.182
results/internet_like/graph-100-nomean/csv_output_1293/general_study.csv|None|61.7656|324.909
results/internet_like/graph-100-nomean/csv_output_1294/general_study.csv|None|74.5394|333.364
results/internet_like/graph-100-nomean/csv_output_1295/general_study.csv|None|58.6214|323.727
results/internet_like/graph-100-nomean/csv_output_1296/general_study.csv|None|60.1196|329.364
results/internet_like/graph-100-nomean/csv_output_1297/general_study.csv|None|72.1309|335.273
results/internet_like/graph-100-nomean/csv_output_1298/general_study.csv|None|62.7229|328.818
results/internet_like/graph-100-nomean/csv_output_1299/general_study.csv|None|59.8025|322.909
results/internet_like/graph-100-nomean/csv_output_13/general_study.csv|None|24.3555|322.091
results/internet_like/graph-100-nomean/csv_output_130/general_study.csv|None|122.143|339.818
