id|start_node|end_node|cause|response|counter
-8761225610175249193|-4586229232317528910|-44886632929932823|['A8', 'W18']|['A3']|4
-8526601086875041024|-7559558560263763483|1920690352911349841|['A13', 'A14', 'A19']|['A22']|2
-3491948586331248405|1920690352911349841|4057695412426646370|['A7']|['A15']|2
-3285920983204297318|3898300859031620973|-6469009752469725243|['A6']|['A2']|1
-2393590251382629385|-4586229232317528910|4850503101715659291|['A4', 'W18']|['A1']|1
-7636973198742128476|4850503101715659291|1290752347863235267|['A10', 'A6']|['A2']|1
7890597369017958955|4850503101715659291|3010331895947767854|['A5', 'A6']|['A2']|18
3067143017065051595|3010331895947767854|1290752347863235267|['A10']||5
5469086333971378734|-7559558560263763483|1920690352911349841|['A13', 'A14']|['A22']|2
-6127512558524642545|1920690352911349841|1192904801485704914|['A12', 'A19']|['A23']|2
4434693844770391118|1192904801485704914|-7559558560263763483|['A7', 'A8']|['A3']|2
9154399595048026664|3010331895947767854|-7559558560263763483|['A10', 'A7', 'A8']|['A3']|6
3202025013679982722|4057695412426646370|444382831972013036|['A18']|['A20']|2
-5395780587405541751|444382831972013036|-7559558560263763483|['A7', 'A8']|['A3']|4
1204470639294810760|-7559558560263763483|6266769919340449261|['A14', 'A19', 'W19']|['A22']|3
-6521065140583356330|6266769919340449261|-5161752446347979029|['W14']|['W22']|3
-5794467275725464437|-5161752446347979029|-1056969977843045295|['A17', 'A18', 'A8']|['A3']|3
5020602623819220062|-1056969977843045295|444382831972013036|['A13']|['A20']|1
-6764882835102151227|444382831972013036|-5161752446347979029|['W13', 'W18']|['W20']|1
7083433605882622664|-5161752446347979029|-5593725314105258620|['A7']|['A15']|2
960281088075116449|4166984008008522021|-7559558560263763483|['A7', 'A8', 'W19']|['A3']|1
6030596906703620714|8796004507091569686|8604451730829748104|['A10', 'A7']||9
-8074646685436293378|-5161752446347979029|3898300859031620973|['A17', 'A18']|['A16']|2
758552407523754455|-7559558560263763483|444382831972013036|['A13', 'A17', 'A18']|['A20']|2
2679201206113636527|444382831972013036|1192904801485704914|['A12', 'A19']|['A23']|2
2997644389019558061|1192904801485704914|-44886632929932823|['A8', 'W12']|['A3']|2
-6699320758066890917|3898300859031620973|1920690352911349841|['A13', 'A14']|['A22']|2
-2140851162743152622|1920690352911349841|-7559558560263763483|['A7', 'A8']|['A3']|2
-1120852356082719574|-7559558560263763483|-5593725314105258620|['W8']|['A15']|6
-2390578967152358066|-5593725314105258620|3898300859031620973|['A17', 'A18', 'W7']|['A16']|3
1432752149936455825|-7559558560263763483|-1214615229078860921|['A10']|['A9']|2
8976607178159637751|-1214615229078860921|1290752347863235267|['A6']|['A2']|2
4388032764865822842|8152980276929137972|-5161752446347979029|['A14', 'W14', 'W19']|['W15']|1
-6313342344324995710|-5161752446347979029|-7559558560263763483|['A7', 'A8']|['A3']|15
5868421915481516534|-7559558560263763483|-44886632929932823|['W7']||1
-3611385386029600447|-44886632929932823|-5161752446347979029|['W8']|['W3']|1
-4359321203264263928|8152980276929137972|-196396417018447871|['A14', 'A8']|['A3']|1
7148117091782177986|-196396417018447871|-44886632929932823|['W14']||1
-676700210771153174|-1214615229078860921|3898300859031620973|['A17', 'A18', 'A7']|['A16']|13
634451207442312849|3898300859031620973|-5161752446347979029|['W17', 'W18']|['W16']|5
-182298548681047080|-5161752446347979029|3010331895947767854|['A5', 'A6']|['A2']|2
1028026695562086832|3010331895947767854|-7559558560263763483|['A7', 'A8']|['A3']|8
8345332459074355137|3010331895947767854|7103224077906460743|['A8']|['A3']|1
5482333699311317962|7103224077906460743|-7559558560263763483|['A10', 'A7']||1
-521733754623644850|3898300859031620973|9101808325820303669|['A12', 'A13', 'W13']|['A21']|1
7787818037414198809|9101808325820303669|-5593725314105258620|['A7']|['A15']|1
-285383377335059231|6266769919340449261|-44886632929932823|['A8', 'W14']|['A3']|3
5982945958720637070|-7559558560263763483|8152980276929137972|['A19']|['A15']|4
-5307292829238408009|4166984008008522021|444382831972013036|['A13', 'A18']|['A20']|2
2902542775123883693|1290752347863235267|3973761073609076056|['A25']|['A9']|6
-5503819975597936936|3973761073609076056|-114983406965184112|['A26']|['A24']|6
-2062083780037689599|4166984008008522021|9156383661525373918|['A13', 'A26']|['A28']|1
5081288351234646954|9156383661525373918|-7559558560263763483|['A7', 'A8']|['A3']|1
2681373418107140295|-7559558560263763483|8935952510437445904|['A12', 'A13', 'A8']||1
6831782029303360813|6266769919340449261|-7559558560263763483|['A7', 'A8', 'W14']|['A3']|2
-4412718507835208788|-5593725314105258620|-44886632929932823|['A8', 'W7']|['A3']|2
-1591797518388369001|-5593725314105258620|8796004507091569686|['A6', 'W7']|['A2']|1
-5575837704770607403|444382831972013036|680634489704800733|['A5']|['A27']|1
-2111619687717304501|680634489704800733|1290752347863235267|['A10', 'A6']|['A2']|1
-6249389280086456847|444382831972013036|1290752347863235267|['A10', 'A12', 'A6']|['A2']|1
-114202977220701109|1290752347863235267|-6704589925342044605|['A26']||3
-6470059064104846413|-6704589925342044605|-114983406965184112|['A25']|['A24']|3
-6523483752875583529|-114983406965184112|-6704589925342044605|['A6']|['A2']|9
-4281432225993468425|-6704589925342044605|1290752347863235267|['A10']||12
-9071255206494360605|-114983406965184112|3326248460720254220|['A30', 'A31']|['A29']|3
-76676543822899213|3326248460720254220|3010331895947767854|['A5', 'A6']|['A2']|3
5691334755516993344|3010331895947767854|-1214615229078860921|['A10', 'A8']|['A9']|3
-3902698287938578250|1290752347863235267|-6055002355605215|['A17']|['A9']|3
-3325706173536559115|-6055002355605215|-1056969977843045295|['A18', 'A8']|['A3']|3
-1449760341229659472|444382831972013036|8935952510437445904|['A12', 'A8']|['A3']|4
-279125044086929180|444382831972013036|-5616769048659537025|['A12', 'A6']|['A2']|1
-7331081811461309522|-5616769048659537025|-1214615229078860921|['A10', 'A8']|['A9']|1
-7512214452472046643|3898300859031620973|-114983406965184112|['A25', 'A26']|['A24']|2
-7408590139291583427|6266769919340449261|-5593725314105258620|['A7']|['A15']|1
-3257727501442497509|-1214615229078860921|1290752347863235267|['A10', 'A6', 'A7']|['A2']|1
7820398289007609801|-6039790136347688368|-6704589925342044605|['A26', 'A6']|['A2']|9
6530983665880622251|-6704589925342044605|-1214615229078860921|['A10', 'A8']|['A9']|3
1285622942706388213|-5161752446347979029|1328324041546863606|['A17']|['A16']|9
3870310627266976393|1328324041546863606|3898300859031620973|['A18']||3
3949551054220674039|-1056969977843045295|8604451730829748104|['A6', 'A7']|['A2']|1
5476085822447987650|6316942181481675407|4166984008008522021|['A14', 'A19']|['A23']|2
6819954924825502952|4166984008008522021|-7559558560263763483|['A7', 'A8']|['A3']|2
759511485912178281|-1056969977843045295|1466950991924137882|['A25', 'A7']|['A24']|2
3979647438227814312|1466950991924137882|-114983406965184112|['A26']||2
-2088150761660194996|-114983406965184112|5594956813871625351|['A17']|['A28']|1
-1191348054442167394|5594956813871625351|3898300859031620973|['A18']|['A16']|1
-8294364032904832756|1328324041546863606|-1056969977843045295|['A18', 'A8']|['A3']|6
7385188880590706323|-7559558560263763483|-8083132798285387992|['A19', 'W7']|['A23']|3
-2631856439224525074|-8083132798285387992|-5593725314105258620|['A7', 'W19']|['A15']|2
-903354562971404802|-6704589925342044605|8604451730829748104|['A10', 'A7']||3
-3864533878749175317|-1056969977843045295|-303057718826071490|['A17', 'A7']|['A15']|2
-3228391073930750864|-8083132798285387992|2261797140612484109|['A10', 'W19']|['A9']|1
-6821699053164093798|2261797140612484109|8604451730829748104|['A6', 'A7']|['A2']|1
3112839758770867727|6316942181481675407|-5616769048659537025|['A6']|['A2']|1
-6138283457866576144|-5616769048659537025|-7559558560263763483|['A10', 'A7', 'A8']|['A3']|1
-2973777528965167763|-1056969977843045295|3898300859031620973|['A17', 'A18', 'A7']|['A16']|1
4470644839779072585|3898300859031620973|1328324041546863606|['W18']||1
-2310769032822167968|1328324041546863606|-5161752446347979029|['W17']|['W16']|1
4389899632297114271|4166984008008522021|-5161752446347979029|['W14', 'W19']|['W23']|3
1760078115968186345|6316942181481675407|-44886632929932823|['A8', 'W12']|['A3']|1
-8818546631653681490|-7559558560263763483|-114983406965184112|['A25', 'A26']|['A24']|2
-2909493892373441513|4166984008008522021|6266769919340449261|['W19']|['A22']|3
-545815918972679043|444382831972013036|8705548640436323615|['A12', 'A4']|['A1']|3
7325161410679187216|8705548640436323615|-7559558560263763483|['A7', 'A8']|['A3']|2
7203682956946702427|-5161752446347979029|8604451730829748104|['A6', 'A7']|['A2']|1
-448308722687053255|8705548640436323615|1290752347863235267|['A10', 'A6']|['A2']|1
6858699893886876967|2261797140612484109|-1214615229078860921|['A6', 'A8']||9
-4145193547014165048|6316942181481675407|8796004507091569686|['A6', 'W12']|['A2']|5
-4993243167053440635|8796004507091569686|-7559558560263763483|['A7', 'A8']|['A3']|4
7068981982876947889|-303057718826071490|6316942181481675407|['A12', 'A13', 'A18']|['A11']|2
1652399589002659382|6316942181481675407|1245322520271842715|['W12']||2
8556800350807677680|1245322520271842715|8796004507091569686|['A6']|['A2']|2
963547671182532212|3898300859031620973|1290752347863235267|['A10', 'A12', 'A6', 'W17']|['A2']|1
